player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
Marcel Schmelzer,de GER,DF,Dortmund,31,1000000,180,left,Bundesliga,18.0,1491.0,5.0,0.0,0.0,0.0,3.0,0.0,1291.0,0.0,173.0,29.0,41.0,26.0,74.0,1487.0,12.0,0.0,1.0,16.0,25.0,9.0,566.0,4.0,0.0,0.0,1.0,1.0,0.0,468.0,0.0,65.0,12.0,12.0,8.0,8.0,536.0,8.0,1.0,0.0,4.0,12.0,7,66,2,0,1,1,0,0,52,0,5,0,0,1,2,58,0,0,0,1,0
Marcel Sobottka,de GER,MF,DĂĽsseldorf,25,2000000,185,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,14.0,942.0,6.0,0.0,0.0,0.0,3.0,0.0,340.0,0.0,0.0,21.0,17.0,17.0,22.0,435.0,7.0,0.0,0.0,26.0,13.0,18,701,7,0,0,1,2,0,230,0,1,17,4,9,11,299,6,0,0,17,11
Marcel Tisserand,cd COD,DF,Wolfsburg,26,6000000,190,right,Bundesliga,16.0,1247.0,6.0,0.0,0.0,1.0,4.0,0.0,737.0,0.0,42.0,9.0,31.0,20.0,51.0,886.0,33.0,0.0,0.0,25.0,14.0,10.0,886.0,10.0,0.0,1.0,0.0,2.0,0.0,599.0,0.0,21.0,19.0,14.0,12.0,49.0,715.0,12.0,0.0,0.0,12.0,6.0,15,1204,8,0,1,1,8,1,722,0,5,23,20,24,83,897,11,1,1,26,5
Marcelo,br BRA,DF,Real Madrid,31,12000000,174,left,La Liga,63.0,5368.0,62.0,0.0,5.0,7.0,8.0,2.0,4103.0,10.0,144.0,77.0,91.0,73.0,162.0,4661.0,63.0,4.0,4.0,59.0,50.0,56.0,3706.0,70.0,0.0,4.0,4.0,12.0,0.0,3072.0,10.0,290.0,74.0,66.0,24.0,46.0,3490.0,106.0,10.0,0.0,38.0,40.0,32,2799,25,0,1,2,6,0,2204,0,117,52,45,32,133,2545,14,0,1,20,26
Marcelo Brozovic,hr CRO,MF,Inter,26,40000000,181,both,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2701,56,0,3,6,9,0,2159,26,7,72,50,34,52,2492,28,1,1,44,20
Marcelo Saracchi,uy URU,DF,RB Leipzig,21,9000000,172,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,9.0,653.0,2.0,0.0,0.0,1.0,2.0,0.0,477.0,0.0,76.0,21.0,17.0,8.0,14.0,557.0,25.0,1.0,0.0,14.0,4.0,4,179,3,0,1,0,1,0,127,0,18,6,3,4,5,157,7,0,0,1,1
Marcin Bulka,pl POL,GK,Paris S-G,19,900,199,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,0,0,0,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0
Marco Asensio,es ESP,FW,Real Madrid,23,32000000,182,left,La Liga,32.0,1845.0,56.0,0.0,6.0,4.0,2.0,0.0,1226.0,41.0,13.0,19.0,14.0,9.0,1.0,1414.0,31.0,3.0,0.0,7.0,27.0,30.0,1779.0,45.0,0.0,1.0,4.0,3.0,0.0,1020.0,22.0,22.0,14.0,18.0,15.0,3.0,1233.0,56.0,8.0,0.0,18.0,21.0,9,336,9,0,3,1,0,0,163,1,1,5,2,2,3,203,8,1,0,2,4
Marco Ballarini,it ITA,MF,Udinese,18,5000,186,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0
Marco Benassi,it ITA,MF,Fiorentina,24,11000000,184,right,Serie A,35.0,2782.0,75.0,0.0,5.0,3.0,6.0,0.0,1322.0,2.0,15.0,58.0,61.0,32.0,30.0,1688.0,33.0,4.0,0.0,33.0,23.0,32.0,2282.0,57.0,0.0,7.0,1.0,6.0,1.0,837.0,0.0,18.0,25.0,26.0,15.0,27.0,1070.0,34.0,2.0,0.0,25.0,22.0,18,980,21,0,1,1,1,0,342,1,5,17,19,4,13,449,13,0,0,23,6
Marco Brescianini,it ITA,MF,Milan,19,10000,188,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,0,0,0,0,0,0,23,0,0,2,0,1,0,25,0,0,0,1,0
Marco Calderoni,it ITA,DF,Lecce,30,80000,183,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2064,23,0,3,2,7,0,1122,23,176,45,60,28,48,1368,18,2,0,29,37
Marco D'Alessandro,it ITA,"MF,DF",SPAL,28,1000000,173,right,Serie A,16.0,1043.0,16.0,0.0,1.0,1.0,1.0,0.0,292.0,1.0,4.0,25.0,13.0,13.0,3.0,447.0,67.0,0.0,0.0,9.0,26.0,24.0,1495.0,11.0,0.0,0.0,2.0,3.0,0.0,665.0,2.0,111.0,52.0,51.0,11.0,31.0,892.0,59.0,3.0,0.0,21.0,28.0,15,781,6,0,2,0,0,1,259,1,8,19,12,5,7,352,27,1,0,3,9
Marco Friedl,at AUT,DF,Werder Bremen,21,3000000,187,left,Bundesliga,10.0,645.0,5.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,73.0,8.0,16.0,8.0,26.0,501.0,6.0,0.0,0.0,5.0,9.0,7.0,474.0,1.0,0.0,0.0,0.0,3.0,0.0,264.0,0.0,30.0,13.0,14.0,8.0,27.0,339.0,3.0,0.0,0.0,8.0,5.0,27,2183,12,0,1,3,9,0,1292,24,208,69,56,31,94,1583,18,0,0,32,44
Marco HĂ¶ger,de GER,MF,KĂ¶ln,29,1000000,182,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,676,1,0,0,0,2,0,418,1,3,10,18,4,13,477,14,0,0,11,5
Marco Mancosu,it ITA,"MF,FW",Lecce,30,2000000,180,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2440,72,0,14,2,3,0,908,4,7,27,31,13,23,1200,42,9,0,22,19
Marco Olivieri,it ITA,FW,Juventus,20,20000,177,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,1,0,0,0,0,0,15,0,2,1,0,0,0,22,1,0,0,3,1
Marco Parolo,it ITA,MF,Lazio,34,1000000,184,right,Serie A,31.0,2612.0,61.0,0.0,4.0,3.0,3.0,2.0,1237.0,1.0,11.0,65.0,69.0,27.0,54.0,1590.0,20.0,3.0,0.0,36.0,13.0,34.0,2563.0,61.0,0.0,4.0,3.0,7.0,0.0,1101.0,1.0,32.0,69.0,62.0,19.0,50.0,1420.0,16.0,3.0,0.0,43.0,17.0,29,1700,17,0,1,0,8,0,770,0,1,60,52,14,54,991,9,0,0,43,5
Marco Reus,de GER,"MF,FW",Dortmund,30,32000000,180,right,Bundesliga,11.0,928.0,31.0,0.0,7.0,0.0,1.0,0.0,386.0,23.0,1.0,19.0,16.0,5.0,7.0,528.0,26.0,5.0,0.0,13.0,20.0,27.0,2316.0,67.0,0.0,17.0,8.0,3.0,1.0,1060.0,6.0,1.0,38.0,29.0,12.0,29.0,1392.0,61.0,15.0,1.0,34.0,32.0,19,1495,45,0,11,5,1,0,657,0,1,32,25,13,13,895,53,7,0,17,17
Marco Richter,de GER,"MF,FW",Augsburg,21,8000000,176,right,Bundesliga,12.0,644.0,11.0,0.0,1.0,0.0,0.0,0.0,158.0,0.0,0.0,20.0,6.0,6.0,6.0,261.0,14.0,1.0,0.0,17.0,21.0,25.0,1426.0,55.0,0.0,4.0,6.0,4.0,0.0,485.0,0.0,6.0,13.0,18.0,11.0,6.0,747.0,68.0,8.0,0.0,22.0,26.0,31,2280,63,0,4,3,2,0,596,7,11,24,35,15,18,1017,112,3,0,32,40
Marco Silvestri,it ITA,GK,Hellas Verona,28,4000000,191,right,Serie A,2.0,180.0,0.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,35,3150,0,330,0,0,2,0,991,0,0,0,0,0,0,1097,1,0,1,0,5
Marco Sportiello,it ITA,GK,Atalanta,27,2000000,192,right,Serie A,37.0,3202.0,0.0,235.0,0.0,0.0,0.0,1.0,985.0,0.0,0.0,0.0,0.0,0.0,1.0,1093.0,0.0,0.0,1.0,1.0,5.0,35.0,3150.0,0.0,338.0,0.0,0.0,5.0,0.0,1229.0,0.0,1.0,0.0,0.0,0.0,2.0,1320.0,0.0,0.0,1.0,0.0,5.0,6,525,0,27,0,0,0,0,152,0,0,0,0,0,0,161,0,0,0,0,0
Marco Stiepermann,de GER,MF,Norwich City,28,3000000,190,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1180,19,0,0,0,6,0,405,0,2,18,15,3,16,554,34,0,0,22,15
Marco Verratti,it ITA,MF,Paris S-G,26,60000000,165,right,Ligue 1,22.0,1718.0,8.0,0.0,0.0,4.0,9.0,2.0,1991.0,2.0,9.0,41.0,23.0,30.0,5.0,2186.0,39.0,1.0,0.0,29.0,53.0,26.0,1879.0,3.0,0.0,0.0,2.0,7.0,0.0,2089.0,4.0,14.0,66.0,25.0,13.0,11.0,2291.0,46.0,0.0,0.0,36.0,56.0,20,1482,1,0,0,5,6,0,1733,1,18,58,25,16,9,1870,28,0,0,26,33
Marcos Alonso,es ESP,DF,Chelsea,28,20000000,188,left,Premier League,33.0,2855.0,65.0,0.0,7.0,2.0,6.0,0.0,1646.0,0.0,209.0,46.0,64.0,33.0,51.0,2005.0,32.0,8.0,2.0,26.0,31.0,31.0,2759.0,43.0,0.0,2.0,4.0,6.0,0.0,2226.0,0.0,250.0,67.0,60.0,31.0,86.0,2614.0,36.0,2.0,1.0,28.0,37.0,18,1430,30,0,4,2,4,0,1108,1,158,27,30,14,48,1313,19,2,0,16,15
Marcos Llorente,es ESP,"MF,FW",AtlĂ©tico Madrid,24,16000000,184,right,La Liga,13.0,554.0,6.0,0.0,0.0,0.0,1.0,0.0,428.0,0.0,0.0,6.0,9.0,3.0,4.0,463.0,3.0,0.0,0.0,4.0,4.0,7.0,540.0,2.0,0.0,0.0,0.0,1.0,0.0,372.0,0.0,0.0,16.0,8.0,5.0,11.0,429.0,9.0,1.0,0.0,15.0,7.0,29,1368,14,0,3,3,4,0,507,0,0,33,30,6,15,676,33,4,0,24,13
Marcos Rojo,ar ARG,DF,Manchester Utd,29,8000000,187,left,Premier League,9.0,640.0,5.0,0.0,0.0,0.0,6.0,0.0,373.0,0.0,2.0,7.0,17.0,4.0,33.0,445.0,2.0,0.0,0.0,8.0,4.0,5.0,212.0,6.0,0.0,0.0,0.0,2.0,0.0,137.0,0.0,7.0,5.0,7.0,4.0,9.0,166.0,1.0,0.0,1.0,3.0,1.0,3,122,1,0,0,0,1,0,55,0,8,2,1,1,9,70,1,0,0,2,1
Marcus Coco,fr FRA,FW,Nantes,23,2000000,184,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,0
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,23,1000000,187,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1716,43,0,5,2,4,0,502,1,2,20,26,10,18,736,36,2,0,48,21
Marcus Rashford,eng ENG,FW,Manchester Utd,21,64000000,185,right,Premier League,35.0,1813.0,60.0,0.0,7.0,5.0,3.0,0.0,675.0,40.0,9.0,11.0,22.0,8.0,11.0,953.0,77.0,9.0,0.0,21.0,17.0,33.0,2334.0,83.0,0.0,10.0,6.0,3.0,1.0,728.0,23.0,6.0,19.0,24.0,7.0,18.0,1128.0,90.0,15.0,0.0,26.0,52.0,31,2643,84,0,17,7,3,0,988,9,8,12,26,8,20,1378,132,13,0,21,45
Marcus Thuram,fr FRA,FW,M'Gladbach,21,22000000,192,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2202,59,0,10,8,3,0,691,0,4,24,28,11,22,1075,114,20,0,52,61
Marek SuchĂ˝,cz CZE,DF,Augsburg,31,1000000,183,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,397,2,0,0,0,1,0,192,0,0,8,3,4,22,233,1,0,0,4,0
Mariano,do DOM,FW,Real Madrid,25,12000000,180,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,5,0,1,0,1,0,15,0,0,0,1,0,0,23,2,0,0,2,0
Marin PongraÄŤiÄ‡,hr CRO,DF,Wolfsburg,21,10000000,190,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,928,5,0,2,0,4,1,595,0,1,20,18,12,31,683,12,0,1,17,6
Mario Balotelli,it ITA,FW,Brescia,28,5000000,189,right,Serie A,28.0,2272.0,105.0,0.0,18.0,1.0,11.0,1.0,760.0,0.0,2.0,7.0,17.0,5.0,23.0,1097.0,42.0,23.0,0.0,57.0,72.0,25.0,1504.0,70.0,0.0,0.0,2.0,10.0,0.0,460.0,0.0,2.0,0.0,10.0,8.0,12.0,694.0,46.0,6.0,0.0,38.0,30.0,19,1404,71,0,5,0,6,1,368,1,2,4,10,5,20,571,22,7,0,32,51
Mario Gaspar,es ESP,DF,Villarreal,28,6000000,180,right,La Liga,32.0,2806.0,31.0,0.0,2.0,3.0,6.0,0.0,1775.0,0.0,230.0,95.0,96.0,33.0,69.0,2130.0,36.0,3.0,0.0,45.0,16.0,31.0,2599.0,26.0,0.0,1.0,2.0,17.0,1.0,1326.0,0.0,241.0,57.0,59.0,33.0,101.0,1639.0,32.0,1.0,0.0,50.0,12.0,25,1962,14,0,0,2,2,0,1092,0,194,41,49,15,86,1325,10,0,0,34,10
Mario GĂ¶tze,de GER,FW,Dortmund,27,10000000,176,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,521,7,0,3,0,0,0,283,0,5,14,7,2,1,357,12,5,0,5,11
Mario Hermoso,es ESP,DF,AtlĂ©tico Madrid,24,20000000,184,left,La Liga,22.0,1928.0,13.0,0.0,1.0,0.0,6.0,2.0,982.0,2.0,2.0,17.0,25.0,18.0,81.0,1153.0,6.0,1.0,4.0,21.0,17.0,32.0,2806.0,27.0,0.0,3.0,0.0,7.0,0.0,1631.0,0.0,5.0,34.0,48.0,25.0,205.0,1973.0,15.0,2.0,1.0,22.0,29.0,17,1217,3,0,0,0,3,1,642,0,14,13,16,5,83,763,3,2,0,18,9
Mario PaĹˇaliÄ‡,hr CRO,"MF,FW",Atalanta,24,25000000,188,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2417,59,0,9,5,6,0,1446,4,4,44,33,20,35,1735,40,1,0,35,24
Mario VranÄŤiÄ‡,ba BIH,MF,Norwich City,30,1500000,187,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,636,14,0,1,0,3,0,432,1,2,28,14,3,7,526,5,1,1,13,13
Marius BĂĽlter,de GER,"MF,FW",Union Berlin,26,2000000,188,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2321,40,0,7,1,1,0,655,0,27,40,57,14,28,1047,106,9,0,33,26
Marius Wolf,de GER,"FW,MF",Hertha BSC,24,6000000,187,right,Bundesliga,28.0,2363.0,33.0,0.0,5.0,8.0,4.0,0.0,1021.0,29.0,131.0,40.0,55.0,17.0,31.0,1345.0,84.0,5.0,0.0,26.0,24.0,16.0,828.0,7.0,0.0,1.0,0.0,1.0,1.0,648.0,1.0,74.0,15.0,12.0,10.0,18.0,740.0,17.0,2.0,0.0,13.0,13.0,21,1410,14,0,1,3,2,1,674,2,79,19,33,10,17,863,56,1,0,15,19
Mariusz StÄ™piĹ„ski,pl POL,FW,Hellas Verona,24,3000000,183,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,706,15,0,3,1,3,1,171,0,0,6,6,1,8,276,6,8,0,24,21
Mark Flekken,nl NED,GK,Freiburg,26,95000,194,both,Bundesliga,,,,,,,,,,,,,,,,,,,,,,1.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,10,900,0,111,0,0,0,0,435,0,0,0,0,0,0,475,2,0,1,1,0
Mark Noble,eng ENG,MF,West Ham,32,4000000,180,right,Premier League,29.0,2400.0,13.0,0.0,4.0,0.0,6.0,0.0,1317.0,7.0,6.0,53.0,46.0,40.0,24.0,1562.0,23.0,2.0,3.0,28.0,46.0,31.0,2291.0,13.0,0.0,5.0,5.0,6.0,1.0,1533.0,1.0,14.0,55.0,19.0,28.0,8.0,1738.0,22.0,1.0,0.0,24.0,39.0,33,2674,14,0,4,3,5,0,1499,14,9,50,29,19,14,1735,41,1,0,28,31
Mark Travers,ie IRL,GK,Bournemouth,20,25000,191,right,Premier League,,,,,,,,,,,,,,,,,,,,,,2.0,180.0,0.0,14.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1,90,0,8,0,0,0,0,32,0,0,0,0,0,0,33,0,0,1,0,0
Mark Uth,de GER,"FW,MF",Schalke 04,27,7500000,185,left,Bundesliga,31.0,2177.0,55.0,0.0,14.0,8.0,5.0,0.0,563.0,4.0,8.0,25.0,27.0,10.0,15.0,846.0,55.0,26.0,0.0,50.0,27.0,20.0,1407.0,42.0,0.0,2.0,1.0,3.0,0.0,389.0,0.0,7.0,21.0,16.0,11.0,10.0,593.0,40.0,11.0,0.0,26.0,24.0,23,1515,49,0,5,5,5,0,609,49,2,27,22,8,5,853,36,5,0,29,32
Marko DmitroviÄ‡,rs SRB,GK,Eibar,27,10000000,194,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3150,1,245,0,0,3,0,1062,0,0,0,1,0,2,1158,1,0,0,1,1
Marko GrujiÄ‡,rs SRB,MF,Hertha BSC,23,14500000,191,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2415,35,0,4,1,9,0,1096,0,2,67,50,20,80,1423,39,0,0,63,28
Marko JankoviÄ‡,me MNE,"MF,DF",SPAL,24,800,172,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,115,1,0,0,0,1,0,59,1,1,3,4,0,1,77,3,0,0,5,3
Marko PajaÄŤ,hr CRO,DF,Genoa,26,1100000,185,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,759,7,0,0,0,1,0,466,9,61,9,14,9,10,538,14,0,0,8,7
Marko Rog,hr CRO,MF,Cagliari,24,13000000,180,right,Serie A,28.0,289.0,5.0,0.0,1.0,0.0,2.0,0.0,282.0,0.0,1.0,12.0,4.0,2.0,4.0,330.0,11.0,0.0,0.0,9.0,6.0,19.0,714.0,4.0,0.0,0.0,0.0,10.0,0.0,432.0,2.0,4.0,28.0,12.0,8.0,10.0,514.0,20.0,0.0,0.0,28.0,22.0,30,2317,30,0,1,1,10,0,1178,24,5,86,54,29,11,1488,78,0,0,60,43
Markus Schubert,de GER,GK,Schalke 04,21,1000000,187,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,742,0,60,0,0,0,0,317,0,0,0,1,1,2,349,0,0,1,0,2
Markus Suttner,at AUT,"DF,MF",DĂĽsseldorf,32,80000,179,left,Bundesliga,14.0,1179.0,4.0,0.0,0.0,0.0,0.0,0.0,604.0,4.0,110.0,25.0,27.0,10.0,17.0,697.0,6.0,0.0,1.0,5.0,2.0,6.0,489.0,4.0,0.0,1.0,1.0,1.0,0.0,260.0,16.0,18.0,11.0,9.0,6.0,11.0,304.0,5.0,0.0,0.0,6.0,1.0,21,1339,15,0,0,1,3,0,830,18,99,28,40,8,44,997,8,0,1,14,7
Marley AkĂ©,fr FRA,"FW,MF",Marseille,18,1000000,177,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,99,3,0,0,0,1,0,29,0,0,4,0,2,0,43,4,0,0,3,3
Marlon,br BRA,DF,Sassuolo,23,6500000,182,right,Serie A,23.0,1930.0,6.0,0.0,0.0,0.0,5.0,2.0,1363.0,0.0,3.0,30.0,31.0,14.0,61.0,1523.0,7.0,0.0,0.0,21.0,11.0,18.0,1508.0,5.0,0.0,1.0,0.0,4.0,1.0,1070.0,0.0,30.0,32.0,31.0,12.0,47.0,1210.0,9.0,0.0,1.0,19.0,8.0,23,1818,5,0,0,0,8,0,1447,0,6,43,37,20,84,1641,6,0,1,24,11
Marlon Ritter,de GER,MF,Paderborn 07,24,40000,173,both,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,435,9,0,0,1,3,0,203,14,4,9,15,7,4,266,4,0,0,4,10
Marquinhos,br BRA,"MF,DF",Paris S-G,25,70000000,183,right,Ligue 1,26.0,2262.0,16.0,0.0,0.0,1.0,1.0,0.0,1585.0,0.0,4.0,26.0,46.0,11.0,88.0,1787.0,2.0,0.0,0.0,11.0,8.0,30.0,2693.0,13.0,0.0,3.0,2.0,2.0,1.0,2264.0,0.0,11.0,51.0,58.0,23.0,93.0,2516.0,14.0,1.0,2.0,30.0,11.0,19,1476,11,0,3,1,1,0,1294,0,7,43,34,11,44,1453,10,0,2,19,6
Marshall Munetsi,zw ZIM,MF,Reims,23,80000,187,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,838,4,0,0,2,3,0,372,0,2,26,21,11,39,515,25,0,0,18,14
Marten de Roon,nl NED,MF,Atalanta,28,19000000,185,right,Serie A,34.0,2571.0,24.0,0.0,3.0,3.0,9.0,2.0,1685.0,3.0,11.0,75.0,48.0,29.0,52.0,1966.0,17.0,0.0,1.0,57.0,20.0,35.0,2975.0,27.0,0.0,2.0,3.0,8.0,0.0,2212.0,0.0,18.0,94.0,58.0,36.0,70.0,2517.0,20.0,1.0,0.0,62.0,14.0,35,2721,31,0,2,5,12,0,2021,0,22,75,52,28,59,2300,19,1,1,59,20
Martin Aguirregabiria,es ESP,DF,AlavĂ©s,23,4000000,178,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2099,3,0,1,1,5,1,1014,2,238,50,39,9,68,1231,26,1,1,32,19
Martin Braithwaite,dk DEN,"FW,MF",LeganĂ©s,28,9000000,177,right,La Liga,14.0,916.0,23.0,0.0,4.0,1.0,3.0,0.0,215.0,0.0,0.0,5.0,10.0,3.0,2.0,313.0,17.0,4.0,0.0,11.0,7.0,19.0,1402.0,29.0,0.0,4.0,5.0,5.0,0.0,249.0,0.0,0.0,7.0,7.0,1.0,3.0,423.0,37.0,14.0,0.0,24.0,16.0,35,2341,53,0,7,1,4,0,518,0,1,18,22,5,11,777,60,10,0,38,38
Martin DĂşbravka,sk SVK,GK,Newcastle Utd,30,5000000,191,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3420,0,337,0,0,0,0,1093,0,1,0,2,0,1,1201,0,0,3,0,4
Martin Harnik,at AUT,"MF,FW",Werder Bremen,32,1000000,185,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,18.0,828.0,28.0,0.0,4.0,2.0,2.0,0.0,258.0,0.0,1.0,13.0,11.0,2.0,4.0,370.0,10.0,8.0,0.0,17.0,6.0,2,9,0,0,0,0,1,0,4,0,0,0,0,0,1,6,0,1,0,2,0
Martin Hinteregger,at AUT,DF,Eint Frankfurt,26,14000000,184,left,Bundesliga,30.0,2655.0,26.0,0.0,0.0,0.0,3.0,0.0,1332.0,0.0,11.0,62.0,56.0,34.0,146.0,1663.0,5.0,0.0,4.0,27.0,23.0,32.0,3150.0,36.0,0.0,4.0,0.0,0.0,0.0,1070.0,0.0,4.0,90.0,60.0,38.0,152.0,2096.0,8.0,4.0,0.0,34.0,32.0,31,2721,45,0,8,1,8,0,1651,0,133,67,60,21,154,2040,22,2,0,31,32
Martin Kelly,eng ENG,DF,Crystal Palace,29,2000000,191,right,Premier League,15.0,1195.0,5.0,0.0,0.0,0.0,1.0,0.0,383.0,0.0,28.0,20.0,23.0,6.0,69.0,515.0,2.0,0.0,0.0,8.0,4.0,13.0,1111.0,3.0,0.0,0.0,0.0,2.0,0.0,346.0,0.0,0.0,21.0,25.0,10.0,103.0,505.0,0.0,0.0,3.0,6.0,1.0,19,1549,3,0,0,1,0,0,669,0,115,24,50,10,102,865,5,0,3,9,0
Martin Terrier,fr FRA,"FW,MF",Lyon,22,10000000,184,right,Ligue 1,25.0,1671.0,49.0,0.0,3.0,2.0,3.0,0.0,489.0,3.0,4.0,36.0,11.0,11.0,6.0,712.0,28.0,8.0,0.0,25.0,28.0,32.0,1486.0,35.0,0.0,9.0,0.0,2.0,0.0,547.0,3.0,8.0,17.0,22.0,8.0,10.0,684.0,16.0,5.0,0.0,13.0,12.0,23,1198,17,0,1,2,0,0,440,11,2,21,20,12,7,583,30,1,0,22,17
